similarity,user_based,k,RMSE,MAE,Precision,Recall,F1
cosine,True,5,1.0573132037519444,0.8301423439728747,0.7609174603174604,0.9879,0.8596784697142288
cosine,True,10,1.0573132037519444,0.8301423439728747,0.7609174603174604,0.9879,0.8596784697142288
cosine,True,20,1.0573132037519444,0.8301423439728747,0.7609174603174604,0.9879,0.8596784697142288
cosine,True,30,1.0573132037519444,0.8301423439728747,0.7609174603174604,0.9879,0.8596784697142288
cosine,True,50,1.0573132037519444,0.8301423439728747,0.7609174603174604,0.9879,0.8596784697142288
cosine,True,100,1.0573132037519444,0.8301423439728747,0.7609174603174604,0.9879,0.8596784697142288
cosine,True,150,1.0573132037519444,0.8301423439728747,0.7609174603174604,0.9879,0.8596784697142288
cosine,False,5,1.11139867949931,0.8719340366180574,0.7605174603174603,0.9868111111111111,0.8590108263630053
cosine,False,10,1.1113806870751675,0.8719189622238793,0.7605174603174603,0.9868111111111111,0.8590108263630053
cosine,False,20,1.1113806870751675,0.8719189622238793,0.7605174603174603,0.9868111111111111,0.8590108263630053
cosine,False,30,1.1113806870751675,0.8719189622238793,0.7605174603174603,0.9868111111111111,0.8590108263630053
cosine,False,50,1.1113806870751675,0.8719189622238793,0.7605174603174603,0.9868111111111111,0.8590108263630053
cosine,False,100,1.1113806870751675,0.8719189622238793,0.7605174603174603,0.9868111111111111,0.8590108263630053
cosine,False,150,1.1113806870751675,0.8719189622238793,0.7605174603174603,0.9868111111111111,0.8590108263630053
adjusted_cosine,True,5,1.1374709167979393,0.8759747855191128,0.7828259766615931,0.9994292237442922,0.87796535311395
adjusted_cosine,True,10,1.143988385631039,0.8801395191879664,0.7828259766615931,0.9994292237442922,0.87796535311395
adjusted_cosine,True,20,1.1428037201966372,0.8791090039464733,0.7828259766615931,0.9994292237442922,0.87796535311395
adjusted_cosine,True,30,1.1428037201966372,0.8791090039464733,0.7828259766615931,0.9994292237442922,0.87796535311395
adjusted_cosine,True,50,1.1428037201966372,0.8791090039464733,0.7828259766615931,0.9994292237442922,0.87796535311395
adjusted_cosine,True,100,1.1428037201966372,0.8791090039464733,0.7828259766615931,0.9994292237442922,0.87796535311395
adjusted_cosine,True,150,1.1428037201966372,0.8791090039464733,0.7828259766615931,0.9994292237442922,0.87796535311395
adjusted_cosine,False,5,1.0730934940583954,0.8173349192226934,0.7823693556570269,0.9988584474885844,0.8774579406116965
adjusted_cosine,False,10,1.0797762200174035,0.8227367510766083,0.7823693556570269,0.9988584474885844,0.8774579406116965
adjusted_cosine,False,20,1.0724717199011895,0.8223600463354143,0.7823693556570269,0.9988584474885844,0.8774579406116965
adjusted_cosine,False,30,1.0690205160003965,0.8228854257682969,0.7823693556570269,0.9988584474885844,0.8774579406116965
adjusted_cosine,False,50,1.071155562393648,0.8251690773175253,0.7823693556570269,0.9988584474885844,0.8774579406116965
adjusted_cosine,False,100,1.074537637431507,0.8272184401079921,0.7819127346524607,0.9982876712328768,0.8769505280450003
adjusted_cosine,False,150,1.074537637431507,0.8272184401079921,0.7819127346524607,0.9982876712328768,0.8769505280450003
pearson,True,5,1.0137772657077009,0.7956452832199996,0.7597174603174603,0.9861666666666667,0.8582563113669308
pearson,True,10,1.0137772657077009,0.7956452832199996,0.7597174603174603,0.9861666666666667,0.8582563113669308
pearson,True,20,1.0137772657077009,0.7956452832199996,0.7597174603174603,0.9861666666666667,0.8582563113669308
pearson,True,30,1.0137772657077009,0.7956452832199996,0.7597174603174603,0.9861666666666667,0.8582563113669308
pearson,True,50,1.0137772657077009,0.7956452832199996,0.7597174603174603,0.9861666666666667,0.8582563113669308
pearson,True,100,1.0137772657077009,0.7956452832199996,0.7597174603174603,0.9861666666666667,0.8582563113669308
pearson,True,150,1.0137772657077009,0.7956452832199996,0.7597174603174603,0.9861666666666667,0.8582563113669308
pearson,False,5,1.0867843051645074,0.851573927225855,0.7609174603174604,0.9890222222222222,0.8601031053123727
pearson,False,10,1.0867843051645074,0.851573927225855,0.7609174603174604,0.9890222222222222,0.8601031053123727
pearson,False,20,1.0867843051645074,0.851573927225855,0.7609174603174604,0.9890222222222222,0.8601031053123727
pearson,False,30,1.0867843051645074,0.851573927225855,0.7609174603174604,0.9890222222222222,0.8601031053123727
pearson,False,50,1.0867843051645074,0.851573927225855,0.7609174603174604,0.9890222222222222,0.8601031053123727
pearson,False,100,1.0867843051645074,0.851573927225855,0.7609174603174604,0.9890222222222222,0.8601031053123727
pearson,False,150,1.0867843051645074,0.851573927225855,0.7609174603174604,0.9890222222222222,0.8601031053123727
jaccard,True,5,1.0578055759189058,0.8407155208139986,0.7823693556570269,0.9988584474885844,0.8774579406116965
jaccard,True,10,1.0578055759189058,0.8407155208139986,0.7823693556570269,0.9988584474885844,0.8774579406116965
jaccard,True,20,1.0578055759189058,0.8407155208139986,0.7823693556570269,0.9988584474885844,0.8774579406116965
jaccard,True,30,1.0578055759189058,0.8407155208139986,0.7823693556570269,0.9988584474885844,0.8774579406116965
jaccard,True,50,1.0578055759189058,0.8407155208139986,0.7823693556570269,0.9988584474885844,0.8774579406116965
jaccard,True,100,1.0578055759189058,0.8407155208139986,0.7823693556570269,0.9988584474885844,0.8774579406116965
jaccard,True,150,1.0578055759189058,0.8407155208139986,0.7823693556570269,0.9988584474885844,0.8774579406116965
jaccard,False,5,1.085992928219305,0.8455496968698386,0.7814561136478945,0.997716894977169,0.8764431154137504
jaccard,False,10,1.0861826514352397,0.8457531866582648,0.7814561136478945,0.997716894977169,0.8764431154137504
